id_corso;materia;data;ora_inizio;ora_fine;luogo;compenso_orario;stato;fatturato;mese_fatturato;ore_fatturate;cliente
Coding e robotica SECONDA MEDIA;Coding e robotica SECONDA MEDIA;20/03/2025;15:30;16:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica SECONDA MEDIA;Coding e robotica SECONDA MEDIA;20/03/2025;16:30;17:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;21/03/2025;14:30;15:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;21/03/2025;15:30;16:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;21/03/2025;16:30;17:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;28/03/2025;14:30;15:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;28/03/2025;15:30;16:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;28/03/2025;16:30;17:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica SECONDA MEDIA;Coding e robotica SECONDA MEDIA;06/03/2025;14:30;15:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica SECONDA MEDIA;Coding e robotica SECONDA MEDIA;06/03/2025;15:30;16:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica SECONDA MEDIA;Coding e robotica SECONDA MEDIA;06/03/2025;16:30;17:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;07/03/2025;14:30;15:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
Coding e robotica TERZA MEDIA4;Coding e robotica TERZA MEDIA4;07/03/2025;15:30;16:30;GALATINA PRIMO POLO;30.0;Completato;1;2025-04;1.0;dedalos
